trend_id,token_type,platform,date,volume,engagement,audience_signals,category,geo,raw_token,growth_rate_7d,acceleration,current_stage,recommended_action,products,best_loreal_product,product_score,brand_matches,best_brands,brand_scores
#hairstyles,hashtag,youtube,7/9/2025,377,6320100,"{'gen_z': np.float64(0.6), 'millennials': np.float64(0.4)}",['lifestyle'],"['mr', 'en', 'hi', 'en-US', 'ta', 'en-IN', 'en-GB', 'ur', 'ru', 'zxx']",#hairstyles,0.2,1,peak,Maintain visibility,"toner, headband, sunscreen, foundation, blush, comb, serum, conditioner, hair brush, curling iron, lipstick, highlighter, makeup brush, brow pencil, brow gel, eyeliner, eyeshadow, hair dryer, shampoo, hair treatment, keratin treatment, sunblock, nail polish, nail polish remover, hair oil, hair gel, hair detangler, mascara, hair mask, hair growth serum, setting spray, face mask, perfume, body perfume, lip gloss, primer, face mist, concealer, contour, beauty blender, acne treatment, hair clip, face scrub, hair cream, essential oil, hair serum, moisturizer, hair wax, eyebrow brush, hair tie, lip balm, hair mist, compact powder, shaving cream, face powder, bronzer","Glycolic Bright
5% Glycolic Acid Peeling Toner For Instant Glowing Skin",100,"[('Ralph Lauren Beauty', 58), ('Garnier', 57), ('Maybelline New York', 53)]","['Ralph Lauren Beauty', 'Garnier', 'Maybelline New York']","[58, 57, 53]"
#youtube,hashtag,youtube,7/9/2025,371,4461517,"{'gen_z': np.float64(0.8), 'millennials': np.float64(0.2)}",['lifestyle'],"['en-US', 'en', 'en-GB', 'hi', 'ur', 'en-IN', 'ru', 'zxx']",#youtube,0,-0.333,declining,Too late,"lipstick, eyeliner, eyeshadow, lip liner, highlighter, foundation, perfume, blush, primer, glossy lipstick, contour, bronzer, serum, brightening serum, hair wax, hair dryer, hair treatment, body lotion, face cleanser, toner, moisturizer, face mask, sunscreen, comb, mascara, matte lipstick, keratin treatment, concealer, lip balm, scalp treatment, body cream, powder blush, body scrub, night cream, hair serum, foundation primer, shampoo, setting spray, lip crayon, brow pencil, compact powder, makeup brush, hair clip, deodorant, body mist, cream blush, liquid lipstick, lip lacquer, conditioner, hair mask, clay mask, hyaluronic acid serum, stick foundation, lip gloss, beauty blender, lip oil, illuminator, body shimmer, sheet mask, hair spray, lip tint, nail polish, acrylic nails, shower gel, hand cream, face powder, gua sha, setting powder, face scrub, lash curler, eyelash curler, liquid foundation, hair mousse, eyebrow pen, eyebrow pencil, loose powder, hair oil, face wipes, foundation brush, eye cream, hair cream, body butter, body wash, eyebrow powder, massage oil, essential oil, hair gel, cream contour, headband, hair growth serum, tinted moisturizer, sunblock, face primer, whitening cream, spa cream, acne treatment, cream highlighter, body oil, curling iron, makeup palette, detox mask, waterproof mascara, face oil","Infallible Lip Makeup
Infallible Matte Resistance Liquid Lipstick",100,"[('Helena Rubinstein', 53)]",['Helena Rubinstein'],[53]
#hair,hashtag,youtube,7/9/2025,361,8973108,"{'gen_z': np.float64(0.74), 'millennials': np.float64(0.26)}","['lifestyle', 'health', 'food']","['en', 'ur', 'en-GB', 'en-US', 'zxx', 'hi', 'ta', 'bn', 'ar', 'ru', 'en-IN', 'az']",#hair,0,0.333,peak,Maintain visibility,"hair mask, hair oil, hair cream, hair wax, hair treatment, toner, shampoo, primer, hair clip, serum, hair serum, eyeshadow, foundation, lipstick, matte lipstick, mascara, eyeliner, highlighter, setting spray, headband, makeup brush, comb, perfume, keratin treatment, conditioner, curling iron, blush, hair growth serum, scalp treatment, hair dryer, contour, concealer, bronzer, face mask, face oil, lip oil, acrylic nails, hair gel, hair mist, lip plumper, nail polish, nail polish remover, moisturizer, eye cream, hair spray, hair brush, dry shampoo, hair tonic, hair tie, liquid foundation, lip liner, shaving cream, essential oil, body polish, curl cream, body mist, heat protectant spray, lip balm, setting powder, lip gloss, body scrub, loose powder, gel eyeliner, liquid eyeliner, acne treatment, brow gel, lip butter, sunscreen, tweezers, concealer brush, smoothing cream, face scrub, body lotion, exfoliator, body wash, body oil, body mask, hair pomade, hair vitamin spray, lip scrub, deodorant, makeup remover, makeup palette, detox mask, hair mousse, kohl eyeliner, night cream, waterproof mascara, beauty blender, eyeshadow brush","Elseve
Extraordinary Oil Hair Mask",100,"[('Biotherm', 62), ('Valentino', 56), ('Maison Margiela', 53)]","['Biotherm', 'Valentino', 'Maison Margiela']","[62, 56, 53]"
#style,hashtag,youtube,7/9/2025,357,989715,"{'gen_z': np.float64(0.71), 'millennials': np.float64(0.29)}",['lifestyle'],"['en', 'en-GB', 'en-US', 'hi', 'ur', 'id', 'zxx', 'ml']",#style,0.5,0,peak,Maintain visibility,"hair treatment, eyeshadow, lipstick, eyeliner, highlighter, blush, foundation, matte lipstick, mascara, makeup brush, lip balm, lip scrub, lip mask, comb, shampoo, perfume, moisturizer, sunscreen, contour, scalp treatment, keratin treatment, serum, hair serum, setting spray, bronzer, concealer, liquid foundation, lip pencil, body oil, lip liner, hair mask, lip gloss, sunblock, makeup palette, curling iron, primer, lip oil, deodorant, body scrub, acne treatment, gel eyeliner, liquid eyeliner, conditioner, hair spray, hair dryer, face palette, hair cream, body wash, shower gel, body mist, face mask, exfoliator, loose powder, hair clip, toner, face scrub, headband, night cream, hair brush, brightening serum, stick foundation, eye cream, micellar water, makeup remover, lip tint, hair oil, body spray, beard oil, detox mask, liquid lipstick, compact powder","Elseve
Hyaluron Moisture Hydra Filling Night Cream 150ml",100,"[('Carita', 67), ('Maison Margiela', 60), ('Urban Decay', 55)]","['Carita', 'Maison Margiela', 'Urban Decay']","[67, 60, 55]"
#makeuptips,hashtag,youtube,7/9/2025,349,136585,"{'gen_z': np.float64(0.54), 'millennials': np.float64(0.46)}",['lifestyle'],"['ur', 'en', 'hi']",#makeuptips,0,0.333,peak,Maintain visibility,"concealer, bronzer, lipstick, contour, highlighter, blush, eyeliner, eyeshadow, foundation, matte lipstick, mascara, lip liner, setting spray, powder brush, lip gloss, illuminator, lip brush, primer, serum, moisturizer, face mask, body lotion, body shimmer, powder contour, loose powder, waterproof mascara, lip balm, cream contour, setting powder, foundation brush, comb, curling iron, sheet mask, eye cream, cream blush, sunscreen, perfume, makeup sponge, shampoo, face powder, powder blush, makeup palette, face palette, foundation stick, lip tint, lip oil, brow pencil, eyebrow pen, eyebrow pencil, hair dryer, brow gel, beauty blender, liquid eyeliner, gel eyeliner, lash curler, eyelash curler, liquid lipstick, lip stain, eye shadow primer, stick foundation, face oil, hair mask, cream eyeshadow, brush set, makeup brush, eye shadow palette","Infallible
Full Wear More Than Concealer",100,"[('CeraVe', 67), ('Maison Margiela', 60), ('Maybelline New York', 53)]","['CeraVe', 'Maison Margiela', 'Maybelline New York']","[67, 60, 53]"
#shortsvideo,hashtag,youtube,7/9/2025,328,216066,"{'gen_z': np.float64(0.78), 'millennials': np.float64(0.22)}",['lifestyle'],"['as', 'en', 'hi', 'es-419']",#shortsvideo,0,0,declining,Too late,"sunscreen, perfume, blush, eyeliner, contour, concealer, foundation, serum, highlighter, primer, lipstick, liquid lipstick, eyeshadow, liquid foundation, mascara, moisturizer, loose powder, lip gloss, hair treatment, hair serum, hair clip, shampoo, hair oil, acne treatment, comb, setting spray, bronzer, night cream, toner, body mist, sunblock, nail polish, nail polish remover, tinted moisturizer, lip liner, face mist, makeup remover, exfoliator, deodorant, cream contour, conditioner, hair gel, body butter, hair brush, hair mist, matte lipstick, setting powder, face palette, sheet mask, lip balm, body wash, face mask, body cream, beauty blender, makeup organizer, face roller, foot cream, foot scrub, foot mask, foot soak, body lotion, compact powder, lip pencil, face powder, eye cream, hair mask, brow gel, hand cream, dry shampoo, facial roller, cream eyeshadow, eye makeup remover, makeup brush set, makeup brush, makeup palette, brush set, brow pencil, eyebrow pen, eyebrow pencil, hair cream, eyelid primer, gua sha, hair dryer, powder blush, lip tint, lip oil, keratin treatment, lip crayon, headband, body oil, stick foundation, hair spray, hair growth serum, eye serum, foundation primer, lash curler, eyelash curler, brightening serum, liquid eyeliner, cream blush","UV Defender
Bright & Clear UV Serum Protector / Sunscreen SPF 50+",100,"[('CeraVe', 67), ('Essie', 60), ('Maison Margiela', 60)]","['CeraVe', 'Essie', 'Maison Margiela']","[67, 60, 60]"
#styling,hashtag,youtube,7/9/2025,308,2366831,"{'gen_z': np.float64(0.54), 'millennials': np.float64(0.46)}",['lifestyle'],"['hi', 'en', 'ta', 'en-CA', 'en-GB', 'en-IN', 'ur', 'en-US']",#styling,1,0.333,emerging,Hop on now,"hair treatment, lipstick, eyeliner, blush, mascara, brow gel, powder blush, comb, perfume, highlighter, conditioner, hair gel, lip pencil, body oil, lip liner, body mist, serum, foundation, moisturizer, lip gloss, lip oil, bronzer, shampoo, hair spray, primer, eyeshadow, contour, concealer, face palette, setting spray, sunscreen, sunblock, body lotion, body shimmer, brow pencil, eyebrow pen, eyebrow pencil, compact concealer, hair serum","Elseve
Hyaluron Moisture Hydra Filling Night Cream 150ml",100,"[('Carita', 67), ('Garnier', 57), ('Maison Margiela', 53)]","['Carita', 'Garnier', 'Maison Margiela']","[67, 57, 53]"
#skincare,hashtag,youtube,7/9/2025,305,7972476,"{'gen_z': np.float64(0.73), 'millennials': np.float64(0.27)}","['health', 'lifestyle', 'general']","['en-US', 'ml', 'id', 'en', 'en-IN', 'ur', 'en-GB', 'hi', 'es-419', 'ta', 'hi-Latn', 'te', 'zxx', 'ko', 'en-CA', 'fa-IR']",#skincare,0,1,peak,Maintain visibility,"face powder, blush, lipstick, eyeshadow, bronzer, gua sha, comb, sunscreen, contour, serum, perfume, foundation, toner, moisturizer, eyeliner, highlighter, mascara, matte lipstick, face mask, face scrub, face mist, brightening serum, primer, hair wax, body wash, body lotion, body scrub, whitening cream, lip balm, lip scrub, lip mask, eye cream, shampoo, night cream, sheet mask, acne treatment, body oil, lip liner, hair dryer, concealer, scalp treatment, conditioner, liquid lipstick, compact powder, pressed powder, body cream, setting spray, makeup palette, setting powder, body mist, lip gloss, makeup remover, makeup brush, lip brush, body perfume, soothing gel, eye serum, lip tint, foundation stick, nail polish, nail polish remover, hair oil, hair serum, foundation primer, hair mask, deodorant, face oil, lip butter, face cleanser, clay mask, hyaluronic acid serum, powder blush, hand cream, body spray, body milk, brow pencil, eyebrow pen, eyebrow pencil, body butter, liquid foundation, massage oil, illuminator, hair treatment, keratin treatment, night serum, lip oil, brow gel, sunblock, cream highlighter, cream eyeshadow, hydrating toner, essential oil, exfoliator, facial foam, shower gel, cushion foundation, body serum, rejuvenating cream, beauty blender, hair brush, face roller, gel eyeliner, liquid eyeliner, acrylic nails, cream blush, powder highlighter, hair spray, lip crayon, beard oil, lip conditioner, body polish, body balm, lip plumper, headband, repair cream, lip stain, micellar water, loose powder, foundation brush, blending brush, brush set, tinted moisturizer, lip pencil, body mask, cream contour, brightening body lotion, eye shadow palette, stick foundation, body moisturizer, body shimmer, waterproof mascara, facial lotion, foot cream, body exfoliator, retinol cream, detox mask, hair mist, hair tie, hydrating body cream, lip lacquer, hair clip, jade roller","Infallible Lip Makeup
Infallible Matte Resistance Liquid Lipstick",100,"[('SkinCeuticals', 54), ('Helena Rubinstein', 53)]","['SkinCeuticals', 'Helena Rubinstein']","[54, 53]"
#makeuplook,hashtag,youtube,7/9/2025,302,1409546,"{'gen_z': np.float64(0.63), 'millennials': np.float64(0.37)}",['lifestyle'],"['hi', 'en-GB', 'en', 'ur', 'en-US', 'zxx']",#makeuplook,2,0.333,emerging,Hop on now,"lipstick, eyeshadow, comb, sunscreen, foundation, blush, contour, mascara, primer, concealer, eyeliner, highlighter, matte lipstick, perfume, toner, lip liner, serum, bronzer, face powder, pressed powder, tweezers, lip tint, liquid lipstick, setting powder, eye shadow palette, makeup remover, lip balm, lip plumper, loose powder, setting spray, lip pencil, face palette, brow pencil, eyebrow powder, eyebrow pen, eyebrow pencil, lip gloss, nail polish, body scrub, moisturizer, lash curler, eyelash curler, makeup brush, face mask, liquid foundation, hair mask, powder blush, cream contour, liquid eyeliner, brow gel, shampoo, gel eyeliner, cream blush, lip crayon, illuminator, brush set, hair dryer, foundation brush, eye cream, body lotion, face primer, compact powder, essential oil, acne treatment, foundation stick, lip oil, hair oil, face mist, hair brush, sheet mask, hair treatment, lip lacquer, waterproof mascara, makeup palette, beauty blender, powder highlighter, glossy lipstick, cream eyeshadow, tinted moisturizer","Infallible Lip Makeup
Infallible Matte Resistance Liquid Lipstick",100,"[('Redken', 67), ('Garnier', 57), ('Helena Rubinstein', 53)]","['Redken', 'Garnier', 'Helena Rubinstein']","[67, 57, 53]"
#beautiful,hashtag,youtube,7/9/2025,291,1456638,"{'gen_z': np.float64(0.71), 'millennials': np.float64(0.29)}",['lifestyle'],"['en', 'ur', 'hi', 'en-US', 'zxx', 'en-GB']",#beautiful,1,0,peak,Maintain visibility,"serum, lipstick, foundation, eyeshadow, hair serum, eyeliner, highlighter, blush, moisturizer, primer, mascara, contour, concealer, bronzer, powder highlighter, comb, matte lipstick, body lotion, makeup brush, perfume, sunscreen, lip liner, hair dryer, shampoo, conditioner, brow gel, hand cream, toner, face scrub, setting spray, lip balm, brow pencil, cream blush, keratin treatment, hair mask, eye cream, hair oil, lip gloss, powder blush, liquid foundation, body polish, illuminator, curling iron, stick foundation, hair treatment, setting powder, cream eyeshadow, eyebrow pen, eyebrow pencil, night cream, hair spray, facial foam, face mask, hair brush, gua sha, body mist, gel eyeliner, liquid eyeliner, body oil, body shimmer, cream contour, exfoliator, deodorant, loose powder, nail polish, hair clip, whitening cream, body cream, night serum, face powder, body wash, body scrub, body spray, lip pencil, makeup remover, makeup palette, detox mask, hair tie, retinol cream, lip butter, compact powder","Glycolic Bright
Glycolic Bright 8% [Melasyl ™ + Glycolic + Niacinamide] face serum for Dark Spot & Brightening 30ml",100,"[('Helena Rubinstein', 53)]",['Helena Rubinstein'],[53]
#facemassage,hashtag,youtube,7/9/2025,285,961208,"{'gen_z': np.float64(0.43), 'millennials': np.float64(0.57)}","['lifestyle', 'health', 'general']","['hi', 'en-US', 'en-IN', 'en']",#facemassage,0,-0.333,declining,Too late,"gua sha, comb, contour, serum, face oil, massage oil, acne treatment, moisturizer, blush, sunscreen, face mask, whitening cream, jade roller, hair oil, eye cream, eyeshadow, hair treatment","Glycolic Bright
Anti-Dark Spot Exfoliant Peel",100,"[('Essie', 60), ('Garnier', 57)]","['Essie', 'Garnier']","[60, 57]"
#face,hashtag,youtube,7/9/2025,284,142391,"{'gen_z': np.float64(0.71), 'millennials': np.float64(0.29)}","['health', 'lifestyle']","['zxx', 'en-US', 'en', 'hi']",#face,1,0.333,emerging,Hop on now,"hair mask, hair oil, hair cream, hair wax, hair treatment, gua sha, primer, contour, blush, bronzer, eyeshadow, moisturizer, sunscreen, lipstick, foundation, body cream, setting spray, eyeliner, highlighter, concealer, makeup brush, serum, shampoo, whitening cream, face mask, hair dryer, gel eyeliner, sunblock, hair tie, face oil, toner, lip balm, matte lipstick, face powder, mascara, face wipes, face scrub, body mist, pore cleanser, face mist, jade roller, body wash, deodorant, perfume, nail polish, comb, face cleanser, shaving cream, body polish, face primer","Elseve
Extraordinary Oil Hair Mask",100,"[('Garnier', 57), ('Maison Margiela', 53), ('NYX Professional Makeup', 52)]","['Garnier', 'Maison Margiela', 'NYX Professional Makeup']","[57, 53, 52]"
#transformation,hashtag,youtube,7/9/2025,282,6031336,"{'gen_z': np.float64(0.8), 'millennials': np.float64(0.2)}","['lifestyle', 'health', 'general']","['en', 'en-GB', 'id', 'bn-IN', 'hi', 'en-US', 'pt', 'en-IN', 'tr', 'ur']",#transformation,2,0.667,emerging,Hop on now,"lipstick, contour, gua sha, hair clip, highlighter, foundation, brow pencil, brow gel, moisturizer, sunscreen, mascara, bronzer, shampoo, hair mask, hair treatment, scalp treatment, keratin treatment, perfume, eyeliner, eyeshadow, primer, blush, concealer, serum, lip pencil, curling iron, comb, setting spray, body serum, face cleanser, lip balm, conditioner, hair serum, hair oil, heat protectant spray, hair wax, curl cream, lip tint, nail polish, acrylic nails, toner, face mask, lip liner, hyaluronic acid serum, lip gloss, matte lipstick, setting powder, sheet mask, hair gel, hair cream, loose powder, foundation stick, body balm, face oil, hair tie, hand cream, eye serum","Infallible Lip Makeup
Infallible Matte Resistance Liquid Lipstick",100,"[('Matrix', 67), ('Aēsop', 60), ('Maybelline New York', 53)]","['Matrix', 'Aēsop', 'Maybelline New York']","[67, 60, 53]"
#subscribe,hashtag,youtube,7/9/2025,277,1527773,"{'gen_z': np.float64(0.75), 'millennials': np.float64(0.25)}","['health', 'lifestyle', 'general']","['hi', 'en-US', 'en', 'en-IN', 'ur', 'en-GB']",#subscribe,1,0.333,emerging,Hop on now,"lipstick, highlighter, sunscreen, foundation, blush, comb, hair treatment, lip liner, eyeliner, concealer, body lotion, body mist, toner, moisturizer, eye cream, primer, mascara, eyeshadow, contour, keratin treatment, serum, shampoo, body cream, illuminator, perfume, night cream, face mask, hair clip, stick foundation, bronzer, lip balm, lip gloss, brow gel, eyebrow powder, makeup brush set, makeup brush, brush set, hair mask, setting spray, setting powder, liquid foundation, hair cream, body scrub, hair oil, face primer, whitening cream, face oil, hair spray, hair dryer, cream blush, gua sha, deodorant, essential oil, body wash, hair serum, nail polish, loose powder, conditioner, headband, face scrub, acne treatment, body oil, matte lipstick, liquid lipstick, lip plumper, massage oil, powder blush, sheet mask, brow pencil, eyebrow pen, eyebrow pencil, foundation primer, body moisturizer, spa cream","Infallible Lip Makeup
Infallible Matte Resistance Liquid Lipstick",100,"[('Viktor & Rolf', 54), ('NYX Professional Makeup', 52)]","['Viktor & Rolf', 'NYX Professional Makeup']","[54, 52]"
#love,hashtag,youtube,7/9/2025,273,1160242,"{'gen_z': np.float64(0.62), 'millennials': np.float64(0.38)}","['lifestyle', 'general', 'health']","['hi', 'en-GB', 'en', 'en-US', 'ur']",#love,1,0.333,emerging,Hop on now,"hair treatment, hair mask, serum, eyeliner, foundation, highlighter, blush, lipstick, eyeshadow, matte lipstick, mascara, comb, body lotion, moisturizer, sunscreen, contour, perfume, lip liner, concealer, hair growth serum, primer, bronzer, hair serum, night cream, toner, setting spray, lip balm, brow pencil, cream blush, eye cream, shampoo, body butter, body scrub, body wash, body shimmer, body polish, body serum, body cream, body mist, makeup remover, liquid foundation, face mask, cream eyeshadow, eyebrow pen, eyebrow pencil, hair brush, hair oil, facial foam, lip pencil, lip gloss, headband, conditioner, hair dryer, hair clip, body oil, scalp treatment, gel eyeliner, liquid eyeliner, powder highlighter, loose powder, exfoliator, keratin treatment, sheet mask, hydrating toner, foundation brush, nail polish, sunblock, night serum, stick foundation, lip crayon, hand cream, deodorant, makeup palette, detox mask, body milk, spa cream, face primer, liquid lipstick, brow gel, lash adhesive, setting powder","Elseve
Hyaluron Moisture Hydra Filling Night Cream 150ml",100,"[('Carita', 67), ('Biotherm', 62), ('Essie', 60)]","['Carita', 'Biotherm', 'Essie']","[67, 62, 60]"
#trending,hashtag,youtube,7/9/2025,264,7264627,"{'gen_z': np.float64(0.41), 'millennials': np.float64(0.59)}","['health', 'lifestyle', 'general', 'food']","['hi', 'en', 'ur', 'bn-IN', 'en-GB', 'en-IN', 'zxx', 'en-US', 'ta']",#trending,-0.1,-0.714,declining,Too late,"lipstick, eyeliner, eyeshadow, face mask, hair mask, foundation, highlighter, gua sha, perfume, contour, concealer, primer, hair treatment, sunscreen, serum, moisturizer, blush, hair serum, body lotion, lip liner, mascara, cream blush, bronzer, comb, hair clip, keratin treatment, night cream, makeup remover, loose powder, setting spray, whitening cream, beauty blender, toner, matte lipstick, body butter, shampoo, deodorant, body mist, body serum, stick foundation, makeup brush, aftershave, face scrub, headband, conditioner, lip gloss, acne treatment, face powder, lip balm, lip tint, foundation stick, hair oil, brow gel, face primer, powder blush, lip mask, hair spray, powder highlighter, hair brush, hair gel, eyebrow powder, body wash, hair tonic, hair dryer, sheet mask, hair growth serum, nail polish, face oil, cream contour, setting powder, makeup organizer, face roller, face mist, hydrating toner, body toner, liquid lipstick, acrylic nails, body scrub, lash curler, eyelash curler, curl cream, facial foam, body spray, shower gel, body oil, hand cream, lip oil, lip crayon, lip pencil, liquid foundation, scalp treatment, clay mask, body moisturizer, hydrating mask, eye makeup remover, makeup brush set, makeup palette, brush set, compact powder, exfoliator, face palette, body shimmer, dry shampoo, body wash gel, lip butter, smoothing cream, brow pencil, eyebrow pen, eyebrow pencil, hair cream, powder contour, brightening body lotion, essential oil, beard oil, eye cream, body mask, waterproof mascara, curling iron, night serum, tinted moisturizer, eye cream gel, brightening serum, sunblock, body cream, lip plumper, illuminator, compact concealer, glossy lipstick, shaving cream, body polish, retinol cream, hair wax, body perfume, foundation primer, body milk, eyelash serum, liquid eyeliner, eye shadow palette, hair styling cream","Infallible Lip Makeup
Infallible Matte Resistance Liquid Lipstick",100,"[('Redken', 67), ('Yves Saint Laurent Beauté', 52), ('Viktor & Rolf', 51)]","['Redken', 'Yves Saint Laurent Beauté', 'Viktor & Rolf']","[67, 52, 51]"
#sugarfamily,hashtag,youtube,7/9/2025,263,0,"{'gen_z': np.float64(0.55), 'millennials': np.float64(0.45)}",[],[],#sugarfamily,,,,,"foundation, lipstick, contour, highlighter, blush, concealer, foundation stick, primer, eyeliner, eyeshadow, face palette, liquid lipstick, moisturizer, mascara, waterproof mascara","Infallible
32H FreshWear Foundation",100,"[('Carita', 67), ('CeraVe', 67), ('Garnier', 57)]","['Carita', 'CeraVe', 'Garnier']","[67, 67, 57]"
#tiktok,hashtag,youtube,7/9/2025,259,9011417,"{'gen_z': np.float64(0.44), 'millennials': np.float64(0.56)}","['lifestyle', 'general', 'health']","['en-IN', 'en', 'de-AT', 'en-US', 'hi', 'ur', 'zxx', 'en-GB']",#tiktok,1,0.667,emerging,Hop on now,"foundation, contour, blush, lipstick, eyeliner, eyeshadow, highlighter, matte lipstick, mascara, bronzer, moisturizer, sunscreen, face mask, serum, hair serum, makeup brush, shampoo, hair treatment, setting powder, lip balm, hair dryer, hair spray, curling iron, hair mask, hair tonic, comb, night cream, lip liner, lip gloss, brow gel, headband, perfume, stick foundation, concealer, lip oil, setting spray, lip tint, nail polish, acrylic nails, conditioner, scalp treatment, body mist, toner, body lotion, liquid lipstick, primer, cream blush, body scrub, loose powder, lip butter, hair cream, body spray, body serum, hair oil, makeup remover, keratin treatment, hair gel, hair brush, hand cream, whitening cream, brow pencil, eyebrow pen, eyebrow pencil, body shimmer, lash curler, eyelash curler, waterproof mascara, hair growth serum, face wipes, makeup palette","Infallible
32H FreshWear Foundation",100,"[('Garnier', 57)]",['Garnier'],[57]
#foryou,hashtag,youtube,7/9/2025,255,14493,"{'gen_z': np.float64(0.67), 'millennials': np.float64(0.33)}","['health', 'lifestyle']","['en-US', 'en']",#foryou,0.333,0,peak,Maintain visibility,"lipstick, eyeliner, eyeshadow, highlighter, hair treatment, primer, concealer, body mist, foundation, cushion foundation, perfume, body lotion, blush, moisturizer, sunscreen, contour, toner, serum, setting powder, bronzer, hair clip, body oil, shampoo, conditioner, night cream, hair mask, hair gel, mascara, setting spray, lip oil, hair serum, curling iron, lip pencil, scalp treatment, comb, acne treatment, body moisturizer, lip balm, lip liner, lip gloss, loose powder, lash comb, lip butter, keratin treatment, body scrub, body wash, shower gel, hair spray, hair oil, face mask, headband, eye cream, hair brush, nail polish, hair dryer, deodorant, face powder, body cream","Infallible Lip Makeup
Infallible Matte Resistance Liquid Lipstick",100,"[('Maison Margiela', 60), ('Garnier', 57), ('Kérastase', 51)]","['Maison Margiela', 'Garnier', 'Kérastase']","[60, 57, 51]"
#viral,hashtag,youtube,7/9/2025,254,9761164,"{'gen_z': np.float64(0.67), 'millennials': np.float64(0.33)}","['health', 'lifestyle', 'general']","['hi', 'en-US', 'en', 'ur', 'en-IN', 'en-GB', 'bn', 'bn-IN', 'zxx', 'ta', 'id']",#viral,0,-0.714,declining,Too late,"face powder, face mask, sunscreen, foundation, highlighter, perfume, contour, moisturizer, body scrub, blush, lipstick, eyeliner, comb, hair treatment, hair wax, hair dryer, primer, concealer, mascara, body mist, serum, eyeshadow, matte lipstick, face scrub, setting powder, body lotion, lip liner, lip gloss, bronzer, keratin treatment, shampoo, waterproof mascara, toner, whitening cream, beauty blender, body butter, lip balm, hair serum, scalp treatment, body cream, eye cream, conditioner, hair gel, setting spray, makeup remover, body wash, makeup brush, lip brush, makeup palette, curling iron, exfoliator, night cream, eye serum, lip tint, foundation stick, lip plumper, brow gel, foundation primer, lip mask, hair oil, body shimmer, body polish, body spray, hair clip, hair brush, liquid lipstick, lip lacquer, hand cream, deodorant, eyebrow powder, stick foundation, herbal cream, nail polish, face oil, liquid eyeliner, cream contour, lip oil, hair mask, lash curler, eyelash curler, glossy lipstick, brow pencil, loose powder, lip pencil, hair cream, headband, exfoliating glove, body oil, body moisturizer, body serum, hair spray, hair mousse, massage oil, beard oil, eye makeup remover, makeup brush set, brush set, night serum, cream blush, dry shampoo, false eyelashes, shower gel, eyebrow pen, eyebrow pencil, sheet mask, lip crayon, lip butter, liquid foundation, gua sha, essential oil, face mist, body mask, powder highlighter, tinted moisturizer, eye cream gel, face primer, pressed powder, brow pomade, compact powder, illuminator, cream highlighter, acne treatment, sunblock, gel eyeliner, detox mask, shaving cream, brightening serum, retinol cream, eyelash serum, hair styling cream, powder contour","UV Defender
Bright & Clear UV Serum Protector / Sunscreen SPF 50+",100,"[('Redken', 67), ('Lancôme', 57), ('Ralph Lauren Beauty', 53)]","['Redken', 'Lancôme', 'Ralph Lauren Beauty']","[67, 57, 53]"
#eyeliner,hashtag,youtube,7/9/2025,250,18843938,"{'gen_z': np.float64(0.68), 'millennials': np.float64(0.32)}","['lifestyle', 'general']","['en', 'hi', 'ur', 'ar', 'en-US', 'en-IN']",#eyeliner,1,0.333,emerging,Hop on now,"lipstick, eyeliner, eyeshadow, foundation, mascara, blush, moisturizer, primer, contour, highlighter, concealer, bronzer, powder highlighter, comb, matte lipstick, lip gloss, lip liner, foundation primer, shampoo, makeup brush, brow gel, gel eyeliner, liquid eyeliner, sunscreen, sunblock, brow pencil, cream eyeshadow, eyebrow pen, eyebrow pencil, eyebrow powder, eye shadow palette, serum, loose powder, setting spray, brow pomade, foundation stick, hair dryer, body lotion, body wash, hair serum, lip pencil, kohl eyeliner, nail polish, stick foundation, hair clip, face mist, lip tint, lip crayon, compact powder, liquid foundation, powder contour, curling iron, liquid lipstick, setting powder, makeup remover, makeup palette, detox mask, perfume, powder blush, lip balm, beauty blender, eyeshadow brush","Infallible Lip Makeup
Infallible Matte Resistance Liquid Lipstick",100,"[('Carita', 67), ('Garnier', 57), ('Maybelline New York', 53)]","['Carita', 'Garnier', 'Maybelline New York']","[67, 57, 53]"
